Número d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció tipus accident,Coordenada UTM (X),Coordenada UTM (Y),Londitud,Latitud
2017S003136    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,90502,Sardenya / Còrsega                                ,0529B0529B,Dimecres,Dc,Laboral,2017,4,Abril,5,9,Matí,Abast,"430768,22","4584272,60","217,059","41,405,167"
2017S007626    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76807,Sardenya / Indústria                              ,0369 0369,Divendres,Dv,Laboral,2017,9,Setembre,15,7,Matí,Abast multiple,"430670,97","4584388,17","2,169,404","41,406,204"
2017S010197    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76807,Sardenya / Indústria                              ,0373 0377,Dijous,Dj,Laboral,2017,12,Desembre,7,13,Matí,Atropellament,"430663,16","4584396,55","2,169,319","41,406,275"
2017S008519    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan                                         ,0200 0200,Dilluns,Dl,Laboral,2017,10,Octubre,16,19,Tarda,Caiguda (dues rodes),"430196,32","4584161,39","216,376","41,404,118"
2017S003043    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,161407,Sardenya / Indústria                              ,0087 0087,Diumenge,Dg,Laboral,2017,4,Abril,2,15,Tarda,Col.lisió lateral,"430675,23","4584363,67","2,169,467","41,405,979"
2017S010587    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,297001,Sardenya / Sant Antoni Maria Claret               ,0100 0100,Divendres,Dv,Laboral,2017,12,Desembre,22,9,Matí,Atropellament,"430611,64","4584443,58","2,168,692","41,406,694"
2017S002126    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,344101,ROSSELLÓ                                          ,0266 0268,Dijous,Dj,Laboral,2017,3,Març,16,18,Tarda,Atropellament,"430376,75","4584399,11","2,165,886","41,406,277"
2017S009034    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,344101,Sicília / Gràcia                                  ,0325 0325,Dimecres,Dc,Laboral,2017,11,Novembre,1,21,Tarda,Col.lisió fronto-lateral,"430408,55","4584453,44","2,166,262","41,406,767"
2017S005443    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat                                        ,0271 0271,Dimecres,Dc,Laboral,2017,6,Juny,21,14,Tarda,Xoc contra element estàtic,"427731,17","4587201,02","2,133,909","4,143,128"
2017S000060    ,7,Horta-Guinardó,40,Montbau,260806,ARQUITECTURA                                      ,0013 0013,Dimarts,Dm,Laboral,2017,1,Gener,3,14,Tarda,Caiguda interior vehicle,"428424,58","4587308,63","214,219","41,432,306"
2017S001774    ,7,Horta-Guinardó,40,Montbau,24100,ROIG I SOLÉ                                       ,0028I0028I,Divendres,Dv,Laboral,2017,3,Març,3,22,Nit,Caiguda (dues rodes),"428369,81","4587758,85","2,141,478","41,436,354"
2017S006171    ,7,Horta-Guinardó,40,Montbau,260806,Poesia / Joan Sales                               ,0001 0005,Dissabte,Ds,Laboral,2017,7,Juliol,15,12,Matí,Atropellament,"428534,63","4587259,82","2,143,512","41,431,874"
2017S008746    ,7,Horta-Guinardó,40,Montbau,24100,Harmonia                                          ,0005X0005X,Diumenge,Dg,Laboral,2017,10,Octubre,22,22,Nit,Xoc contra element estàtic,"428675,76","4587351,14","2,145,189","41,432,716"
2017S006588    ,7,Horta-Guinardó,40,Montbau,352507,B-20 (Llobregat)                                  ,0107 0107,Divendres,Dv,Laboral,2017,7,Juliol,28,22,Nit,Xoc contra element estàtic,"428431,36","4586574,43","214,236","41,425,696"
2017S005197    ,7,Horta-Guinardó,40,Montbau,701267,Arquitectura                                      ,1120000,Dimarts,Dm,Laboral,2017,6,Juny,13,18,Tarda,Col.lisió fronto-lateral,"428610,53","4587028,48","2,144,449","41,429,801"
2017S001539    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,366909,CTRA SANT CUGAT                                   ,0036 0036,Divendres,Dv,Laboral,2017,2,Febrer,24,15,Tarda,Col.lisió fronto-lateral,"426689,59","4586470,80","2,121,528","41,424,602"
2017S009856    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Vall d'Hebron / Arenys                            ,1030000,Dilluns,Dl,Laboral,2017,11,Novembre,27,9,Matí,Col.lisió lateral,"428303,92","4586176,55","2,140,876","414,221"
2017S008473    ,7,Horta-Guinardó,38,la Teixonera,318305,Santa Rosalia                                     ,0071 0071,Diumenge,Dg,Laboral,2017,10,Octubre,15,0,Nit,Col.lisió lateral,"428900,84","4586184,15","2,148,019","41,422,225"
2017S001625    ,7,Horta-Guinardó,36,la Font d'en Fargues,97104,PL ESTATUT                                        ,0020 0020,Dilluns,Dl,Laboral,2017,2,Febrer,27,16,Tarda,Caiguda (dues rodes),"430807,99","4586609,88","2,170,789","41,426,219"
2017S003414    ,7,Horta-Guinardó,36,la Font d'en Fargues,78303,Llobregós / Marquès de Foronda                    ,0043 0043,Dissabte,Ds,Laboral,2017,4,Abril,15,5,Nit,Col.lisió fronto-lateral,"429781,12","4586529,19","215,852","4,142,541"
2017S005374    ,7,Horta-Guinardó,36,la Font d'en Fargues,78303,Ciències / Llobregós                              ,0043 0043,Dilluns,Dl,Laboral,2017,6,Juny,19,17,Tarda,Col.lisió lateral,"429781,12","4586529,19","215,852","4,142,541"
2017S003655    ,7,Horta-Guinardó,36,la Font d'en Fargues,220404,Picó i Campamar / Montserrat de Casanovas         ,0071 0071,Dilluns,Dl,Laboral,2017,4,Abril,24,16,Tarda,Col.lisió lateral,"430419,68","4586344,41","2,166,176","41,423,799"
2017S003709    ,7,Horta-Guinardó,36,la Font d'en Fargues,248800,Pedrell                                           ,0038 0038,Diumenge,Dg,Laboral,2017,4,Abril,16,4,Nit,Altres,"430513,55","4586444,74","216,729","41,424,708"
2017S004010    ,7,Horta-Guinardó,36,la Font d'en Fargues,194406,Maragall / Pintor Casas                           ,0323 0333,Dissabte,Ds,Laboral,2017,5,Maig,6,12,Matí,Col.lisió fronto-lateral,"430647,38","4586722,83","2,168,861","41,427,223"
2017S001463    ,7,Horta-Guinardó,42,la Clota,179901,PG VALL D'HEBRON / Granja Vella                   ,0144 0144,Dimecres,Dc,Laboral,2017,2,Febrer,22,8,Matí,Caiguda interior vehicle,"429204,40","4586654,37","2,151,601","41,426,485"
2017S002088    ,7,Horta-Guinardó,42,la Clota,179901,RDA DALT (BESÒS)                                  ,0148 0148,Dimecres,Dc,Laboral,2017,3,Març,15,16,Tarda,Abast,"429204,40","4586654,37","2,151,601","41,426,485"
2017S002109    ,7,Horta-Guinardó,42,la Clota,194600,CTRA B-20 (BESÒS)                                 ,0001X0001X,Dissabte,Ds,Laboral,2017,2,Febrer,4,18,Tarda,Abast multiple,"429509,65","4587041,49","2,155,206","41,429,997"
2017S010517    ,7,Horta-Guinardó,41,la Vall d'Hebron,700825,Granja Vella                                      ,0001 0001,Dimecres,Dc,Laboral,2017,12,Desembre,20,7,Matí,Abast,"429002,99","4586681,59","2,149,181","4,142,671"
2017S005385    ,7,Horta-Guinardó,41,la Vall d'Hebron,700825,Granja Vella                                      ,0014 0014,Dilluns,Dl,Laboral,2017,6,Juny,19,20,Tarda,Abast,"428734,33","4586712,95","214,597","41,426,966"
2017S001148    ,7,Horta-Guinardó,40,Montbau,352507,CTRA SANT CUGAT                                   ,0183 0183,Divendres,Dv,Laboral,2017,2,Febrer,10,17,Tarda,Bolcada (més de dues rodes),"428932,70","4587751,35","2,148,217","41,436,341"
2017S000950    ,7,Horta-Guinardó,41,la Vall d'Hebron,169103,PG VALL D'HEBRON                                  ,0022S0022S,Dissabte,Ds,Laboral,2017,2,Febrer,4,9,Matí,Abast,"428907,59","4587267,58","2,147,975","4,143,198"
2017S003461    ,7,Horta-Guinardó,41,la Vall d'Hebron,701267,Vall d'Hebron                                     ,5.00E+00,Dimarts,Dm,Laboral,2017,4,Abril,18,13,Matí,Caiguda interior vehicle,"428571,63","4586836,81","2,144,005","41,428,068"
2017S006428    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,B-20 (Llobregat)                                  ,1100000,Diumenge,Dg,Laboral,2017,7,Juliol,23,11,Matí,Col.lisió lateral,"428564,96","4586831,81","2,143,922","41,428,022"
2017S009267    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Besòs)                                      ,1150000,Dijous,Dj,Laboral,2017,11,Novembre,9,15,Tarda,Abast multiple,"428733,32","4587304,22","2,145,888","41,432,297"
2017S006008    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,B-20 (Besòs)                                      ,1150000,Dilluns,Dl,Laboral,2017,7,Juliol,10,14,Tarda,Caiguda (dues rodes),"428733,32","4587304,22","2,145,888","41,432,297"
2017S006351    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Besòs)                                      ,1150000,Dijous,Dj,Laboral,2017,7,Juliol,20,15,Tarda,Abast,"428733,32","4587304,22","2,145,888","41,432,297"
2017S006725    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron                                     ,0138 0160,Dijous,Dj,Laboral,2017,8,Agost,3,12,Matí,Abast,"428507,04","4586566,40","2,143,271","4,142,563"
2017S005244    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,B-20 (Besòs)                                      ,0210 0210,Dijous,Dj,Laboral,2017,6,Juny,15,16,Tarda,Abast multiple,"428733,62","4587225,27","2,145,898","41,431,586"
2017S005870    ,7,Horta-Guinardó,41,la Vall d'Hebron,700812,Can Marcet                                        ,0012 0012,Dimecres,Dc,Laboral,2017,7,Juliol,5,16,Tarda,Abast,"429053,86","4587522,79","2,149,692","41,434,289"
2017S006417    ,7,Horta-Guinardó,40,Montbau,148409,Sant Cugat                                        ,460000,Dissabte,Ds,Laboral,2017,7,Juliol,22,17,Tarda,Col.lisió lateral,"427214,64","4587285,65","2,127,712","4,143,199"
2017S000790    ,7,Horta-Guinardó,43,Horta,102703,PG FABRA I PUIG / Vila-seca                       ,0018I0018I,Dilluns,Dl,Laboral,2017,1,Gener,30,8,Matí,Col.lisió lateral,"429887,74","4587576,74","2,159,667","41,434,849"
2017S007125    ,7,Horta-Guinardó,43,Horta,58102,Campoamor / Palafox                               ,0001 0001,Dijous,Dj,Laboral,2017,8,Agost,17,18,Tarda,Atropellament,"429767,26","4587332,74","2,158,259","41,432,641"
2017S001849    ,7,Horta-Guinardó,43,Horta,-1,FELIU I CODINA / Eduard Toda                      ,Desconegut,Dilluns,Dl,Laboral,2017,3,Març,6,17,Tarda,Atropellament,429992.91,4587396.09,"2,160,956","41,433,238"
2017S006055    ,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya                              ,0039X0039X,Dimecres,Dc,Laboral,2017,7,Juliol,12,9,Matí,Abast,"429311,71","4587515,30","2,152,781","41,434,249"
2017S003645    ,7,Horta-Guinardó,43,Horta,701080,Estatut                                           ,0001X0001X,Dilluns,Dl,Laboral,2017,4,Abril,24,8,Matí,Col.lisió fronto-lateral,"429562,71","4587046,77","2,155,839","41,430,047"
2017S008022    ,7,Horta-Guinardó,43,Horta,701309,Botticelli / Estatut de Catalunya                 ,0001X0001X,Dijous,Dj,Laboral,2017,9,Setembre,28,22,Nit,Caiguda (dues rodes),"429293,92","4587413,06","2,152,577","41,433,329"
2017S008663    ,7,Horta-Guinardó,43,Horta,352507,B-20 (Besòs)                                      ,0251 0251,Divendres,Dv,Laboral,2017,10,Octubre,20,8,Matí,Abast multiple,"429929,99","4588153,68","2,160,103","41,440,049"
2017S002354    ,7,Horta-Guinardó,43,Horta,349105,RDA DALT(LLOBREGAT                                ,0039 0039,Divendres,Dv,Laboral,2017,3,Març,24,8,Matí,Abast,"430026,49","4587875,63","2,161,296","41,437,554"
2017S004762    ,7,Horta-Guinardó,43,Horta,349105,Universal / Font d'en Quintana                    ,0043 0043,Dimarts,Dm,Laboral,2017,5,Maig,30,19,Tarda,Col.lisió fronto-lateral,"430014,55","4587889,96","2,161,151","41,437,679"
2017S001348    ,7,Horta-Guinardó,43,Horta,349105,RDA DALT (BESÒS)                                  ,0048 0048,Divendres,Dv,Laboral,2017,2,Febrer,17,18,Tarda,Abast,"430011,80","4587910,31","2,161,113","41,437,868"
2017S001009    ,7,Horta-Guinardó,43,Horta,349105,RDA DALT(LLOBREGAT                                ,0049 0051,Dimarts,Dm,Laboral,2017,2,Febrer,7,8,Matí,Col.lisió lateral,"429991,02","4587908,39","2,160,873","41,437,848"
2017S009360    ,7,Horta-Guinardó,43,Horta,701268,Dalt (Besòs)                                      ,1300000,Dissabte,Ds,Laboral,2017,11,Novembre,11,20,Tarda,Abast,"429885,48","4588089,59","2,159,584","41,439,469"
2017S006921    ,7,Horta-Guinardó,43,Horta,321401,Vall d'Hebron                                     ,0015 0015,Divendres,Dv,Laboral,2017,8,Agost,11,18,Tarda,Abast,"429725,15","4588035,95","2,157,675","41,438,969"
2017S001104    ,7,Horta-Guinardó,43,Horta,69652,PEDRELL / Marí                                    ,0026 0026,Dijous,Dj,Laboral,2017,2,Febrer,9,19,Tarda,Col.lisió fronto-lateral,"429055,40","4588350,46","2,149,619","41,441,747"
2017S009155    ,7,Horta-Guinardó,43,Horta,351901,Valldaura / Canigó                                ,0035 0035,Diumenge,Dg,Laboral,2017,11,Novembre,5,13,Matí,Atropellament,"429604,66","4587900,82","2,156,243","41,437,742"
2017S010475    ,7,Horta-Guinardó,34,Can Baró,333309,Padilla                                           ,0024I0024I,Dimarts,Dm,Laboral,2017,12,Desembre,19,0,Nit,Caiguda (dues rodes),"430332,51","4585467,76","2,165,236","41,415,893"
2017S009108    ,7,Horta-Guinardó,34,Can Baró,247309,Pasteur                                           ,0048 0048,Dissabte,Ds,Laboral,2017,11,Novembre,4,7,Matí,Col.lisió frontal,"429934,24","4585660,47","2,160,452","41,417,596"
2017S005593    ,7,Horta-Guinardó,43,Horta,194406,Maragall                                          ,0413 0413,Dimarts,Dm,Laboral,2017,6,Juny,27,10,Matí,Col.lisió lateral,"430139,88","4586890,76","2,162,763","41,428,692"
2017S007032    ,7,Horta-Guinardó,43,Horta,185700,Llobregós                                         ,0050C0050C,Dijous,Dj,Laboral,2017,8,Agost,17,8,Matí,Col.lisió lateral,"429899,03","4586641,37","2,159,919","41,426,429"
2017S000438    ,7,Horta-Guinardó,43,Horta,329505,PG MARAGALL                                       ,0035 0035,Dimarts,Dm,Laboral,2017,1,Gener,17,9,Matí,Abast multiple,"430100,86","4586996,51","2,162,284","41,429,644"
2017S007249    ,7,Horta-Guinardó,43,Horta,700060,Lisboa / Porto                                    ,0016 0016,Dimecres,Dc,Laboral,2017,8,Agost,30,9,Matí,Atropellament,"429741,95","4586943,88","2,157,994","41,429,135"
2017S002490    ,7,Horta-Guinardó,37,el Carmel,325504,SIGÜENZA                                          ,0078 0078,Dimarts,Dm,Laboral,2017,3,Març,28,18,Tarda,Atropellament,"429313,31","4586330,79","2,152,943","41,423,576"
2017S007253    ,7,Horta-Guinardó,33,el Baix Guinardó,332306,Taxdirt                                           ,0028 0028,Dimecres,Dc,Laboral,2017,8,Agost,30,13,Matí,Caiguda (dues rodes),"430482,34","4584782,50","216,711","41,409,736"
2017S006413    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós                                         ,0116 0118,Dissabte,Ds,Laboral,2017,7,Juliol,22,13,Matí,Atropellament,"429596,48","4586432,37","2,156,318","4,142,452"
2017S009082    ,7,Horta-Guinardó,33,el Baix Guinardó,76807,Sardenya / Sant Antoni Maria Claret               ,0400 0400,Divendres,Dv,Laboral,2017,11,Novembre,3,13,Matí,Caiguda interior vehicle,"430603,83","4584494,90","216,859","41,407,153"
2017S004156    ,7,Horta-Guinardó,37,el Carmel,325504,Sigüenza / Ramon Rocafull                         ,0074B0074B,Dimecres,Dc,Laboral,2017,5,Maig,10,12,Matí,Col.lisió fronto-lateral,"429328,43","4586342,07","2,153,121","41,423,686"
2017S002190    ,7,Horta-Guinardó,37,el Carmel,224405,TOLRÀ                                             ,0064 0064,Dijous,Dj,Laboral,2017,3,Març,16,18,Tarda,Atropellament,"429299,27","4586246,38","2,152,786","41,422,818"
2017S007861    ,7,Horta-Guinardó,33,el Baix Guinardó,8807,Pi i Margall                                      ,0007 0007,Divendres,Dv,Laboral,2017,9,Setembre,22,14,Tarda,Col.lisió lateral,"430300,84","4584979,80","216,491","41,411,495"
2017S010360    ,7,Horta-Guinardó,33,el Baix Guinardó,197302,Gràcia / Marina                                   ,0370 0370,Divendres,Dv,Laboral,2017,12,Desembre,15,9,Matí,Atropellament,"430683,53","4584640,59","2,169,531","41,408,475"
2017S000659    ,7,Horta-Guinardó,37,el Carmel,325515,LLOBREGÓS / Conca de Tremp                        ,0109 0109,Dimecres,Dc,Laboral,2017,1,Gener,25,12,Matí,Caiguda (dues rodes),"429215,74","4586210,96","2,151,785","41,422,487"
2017S001988    ,7,Horta-Guinardó,37,el Carmel,291800,AV ESTATUT CATALUN                                ,0001 0001,Dissabte,Ds,Laboral,2017,3,Març,11,12,Matí,Abast multiple,"429470,14","4586616,92","2,154,789","41,426,166"
2017S009527    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós                                         ,0104 0106,Dijous,Dj,Laboral,2017,11,Novembre,16,18,Tarda,Abast,"429643,45","4586465,62","2,156,876","41,424,821"
2017S008438    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós / Carmel                                ,0094 0094,Divendres,Dv,Laboral,2017,10,Octubre,13,14,Tarda,Col.lisió lateral,"429689,05","4586499,09","2,157,423","41,425,131"
2017S003985    ,7,Horta-Guinardó,37,el Carmel,77800,Ceuta / Santuari                                  ,0086 0086,Divendres,Dv,Laboral,2017,5,Maig,5,13,Matí,Xoc contra element estàtic,"429213,03","4585937,08","2,151,793","41,420,028"
2017S007693    ,7,Horta-Guinardó,37,el Carmel,181801,Lugo                                              ,0060 0060,Diumenge,Dg,Laboral,2017,9,Setembre,17,11,Matí,Caiguda (dues rodes),"429506,98","4586244,16","2,155,263","41,422,819"
2017S003946    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós                                         ,0147 0147,Dijous,Dj,Laboral,2017,5,Maig,4,10,Matí,Atropellament,"429560,84","4586381,16","2,155,893","41,424,057"
2017S002425    ,7,Horta-Guinardó,37,el Carmel,67103,RBLA CARMEL / Llobregós                           ,0040 0040,Divendres,Dv,Laboral,2017,3,Març,24,21,Tarda,Atropellament,"429700,30","4586536,92","215,755","41,425,466"
2017S006151    ,7,Horta-Guinardó,37,el Carmel,85900,Conca de Tremp                                    ,0130 0130,Dijous,Dj,Laboral,2017,7,Juliol,13,13,Matí,Altres,"429700,51","4585821,36","2,157,633","41,419,026"
2017S002204    ,7,Horta-Guinardó,37,el Carmel,182600,CALDERÓN BARCA / Alcalde de Zalamea               ,0088 0088,Diumenge,Dg,Laboral,2017,3,Març,19,0,Nit,Xoc contra element estàtic,"429695,03","4586156,28","2,157,535","41,422,043"
2017S010146    ,7,Horta-Guinardó,37,el Carmel,67103,Carmel                                            ,0062 0062,Dimarts,Dm,Laboral,2017,12,Desembre,5,12,Matí,Abast,"429722,74","4586389,22","2,157,831","41,424,144"
2017S002014    ,7,Horta-Guinardó,35,el Guinardó,310008,RDA GUINARDÓ                                      ,0052 0052,Diumenge,Dg,Laboral,2017,3,Març,12,17,Tarda,Col.lisió fronto-lateral,"431338,30","4585269,39","2,177,295","41,414,196"
